TermCRN,L,R,WL
FallTerm2023-5735,16,10,0
FallTerm2023-5746,,38,
FallTerm2023-5747,,,
FallTerm2023-5961,10,0,0
FallTerm2023-5736,,8,0
FallTerm2023-5564,,,
FallTerm2023-5565,,,
FallTerm2023-5566,,,
FallTerm2023-5567,,,
FallTerm2023-5568,,,
FallTerm2023-5569,,,
FallTerm2023-5570,,,
FallTerm2023-5571,,,
FallTerm2023-5711,,1,
FallTerm2023-5572,,,
FallTerm2023-5573,,,
FallTerm2023-5574,,,
FallTerm2023-5575,,,
FallTerm2024-5741,30,9,0
FallTerm2024-5838,20,18,0
FallTerm2024-5710,18,18,2
FallTerm2024-5683,15,3,0
FallTerm2024-5712,14,2,0
FallTerm2024-5597,,,
FallTerm2024-5598,,,
FallTerm2024-5744,,5,
FallTerm2024-5745,24,9,0
FallTerm2024-5748,16,9,0
FallTerm2024-5716,,1,
FallTerm2024-5717,,,
FallTerm2024-6089,10,0,0
FallTerm2024-5599,,,
FallTerm2024-5600,,,
FallTerm2024-5601,,,
FallTerm2024-5602,,,
FallTerm2024-5749,16,7,0
FallTerm2024-5945,20,11,0
FallTerm2024-5726,,3,
FallTerm2024-5747,,5,
FallTerm2024-5603,,,
FallTerm2024-5604,,,
FallTerm2024-5605,,,
FallTerm2024-5606,,,
FallTerm2024-5607,,,
FallTerm2024-5608,,,
FallTerm2024-5609,,,
FallTerm2024-5610,,,
FallSem2023-7071,,1,
WinterTerm2024-1969,20,19,0
WinterTerm2024-1971,20,13,0
WinterTerm2024-1747,18,18,0
WinterTerm2024-1751,12,12,0
WinterTerm2024-1560,,,
WinterTerm2024-1561,,,
WinterTerm2024-2144,18,8,0
WinterTerm2024-1754,10,6,0
WinterTerm2024-1755,12,4,0
WinterTerm2024-1718,,12,
WinterTerm2024-1756,,2,
WinterTerm2024-1750,12,12,0
WinterTerm2024-1752,,27,
WinterTerm2024-1753,,,
WinterTerm2024-1749,,6,
WinterTerm2024-1562,,,
WinterTerm2024-1563,,,
WinterTerm2024-1564,,,
WinterTerm2024-1565,,,
WinterTerm2024-1903,20,14,0
WinterTerm2024-1566,,,
WinterTerm2024-1567,,,
WinterTerm2024-1568,,,
WinterTerm2024-1569,,,
WinterTerm2024-1719,,1,
WinterTerm2024-1570,,,
WinterTerm2024-1571,,,
WinterTerm2024-1572,,,
WinterTerm2024-1573,,,
WinterTerm2025-1920,20,7,0
WinterTerm2025-1802,20,8,0
WinterTerm2025-1804,20,15,0
WinterTerm2025-1678,12,6,0
WinterTerm2025-1666,18,10,0
WinterTerm2025-1705,12,4,0
WinterTerm2025-1562,,,
WinterTerm2025-1563,,,
WinterTerm2025-1704,,6,
WinterTerm2025-1668,18,8,0
WinterTerm2025-1651,,2,
WinterTerm2025-2085,,4,
WinterTerm2025-1706,,2,
WinterTerm2025-1699,12,5,0
WinterTerm2025-1670,,2,
WinterTerm2025-1671,,,
WinterTerm2025-1707,,4,
WinterTerm2025-1564,,,
WinterTerm2025-1565,,,
WinterTerm2025-1566,,,
WinterTerm2025-1567,,,
WinterTerm2025-1568,,,
WinterTerm2025-1569,,,
WinterTerm2025-1570,,,
WinterTerm2025-1571,,,
WinterTerm2025-1572,,,
WinterTerm2025-1573,,,
WinterTerm2025-1574,,,
WinterTerm2025-1575,,,
SpringTerm2024-3969,20,21,0
SpringTerm2024-3769,18,23,0
SpringTerm2024-3668,,12,0
SpringTerm2024-3768,12,10,0
SpringTerm2024-3536,,,
SpringTerm2024-3537,,,
SpringTerm2024-4017,20,18,0
SpringTerm2024-3614,,20,
SpringTerm2024-4052,20,7,0
SpringTerm2024-3773,,12,
SpringTerm2024-3774,,,
SpringTerm2024-3977,10,11,0
SpringTerm2024-3834,,9,0
SpringTerm2024-3538,,,
SpringTerm2024-3539,,,
SpringTerm2024-3540,,,
SpringTerm2024-3541,,,
SpringTerm2024-3772,10,8,0
SpringTerm2024-3901,,11,0
SpringTerm2024-3767,,7,
SpringTerm2024-3776,,5,
SpringTerm2024-3771,,5,
SpringTerm2024-3775,,7,
SpringTerm2024-3542,,,
SpringTerm2024-3543,,,
SpringTerm2024-3544,,,
SpringTerm2024-3545,,,
SpringTerm2024-3745,,8,
SpringTerm2024-3546,,,
SpringTerm2024-3547,,,
SpringTerm2024-3548,,,
SpringTerm2024-3549,,,
SpringTerm2025-3700,8,8,1
SpringTerm2025-3701,7,3,0
SpringTerm2025-4108,15,1,0
SpringTerm2025-3676,18,14,0
SpringTerm2025-3685,16,10,0
SpringTerm2025-3656,,1,0
SpringTerm2025-3710,12,10,0
SpringTerm2025-3564,,,
SpringTerm2025-3565,,,
SpringTerm2025-3835,20,8,0
SpringTerm2025-3719,,10,0
SpringTerm2025-3808,15,4,0
SpringTerm2025-3678,,1,
SpringTerm2025-3679,,1,
SpringTerm2025-3718,,3,
SpringTerm2025-3722,,10,0
SpringTerm2025-3566,,,
SpringTerm2025-3567,,,
SpringTerm2025-3568,,,
SpringTerm2025-3569,,,
SpringTerm2025-4088,,12,0
SpringTerm2025-3570,,,
SpringTerm2025-3571,,,
SpringTerm2025-3572,,,
SpringTerm2025-3573,,,
SpringTerm2025-3574,,,
SpringTerm2025-3575,,,
SpringTerm2025-3576,,,
SpringTerm2025-3577,,,
FallTerm2023-5644,20,25,0
FallTerm2023-5650,,8,
FallTerm2023-5651,,16,
FallTerm2023-5645,20,18,0
FallTerm2023-5646,20,15,0
FallTerm2023-6027,20,20,0
FallTerm2023-5647,20,9,0
FallTerm2023-5734,,24,
FallTerm2023-5652,,8,
FallTerm2023-5648,,8,
FallTerm2023-5649,,8,
FallTerm2023-5643,,19,
FallTerm2023-6049,,4,
FallTerm2024-5935,20,18,0
FallTerm2024-5936,,,
FallTerm2024-5937,,3,
FallTerm2024-6052,20,15,0
FallTerm2024-6053,20,11,0
FallTerm2024-5939,20,3,0
FallTerm2024-5938,,,
FallTerm2024-6054,,,
FallTerm2024-5680,,6,
FallTerm2024-5960,,1,
WinterTerm2024-1639,20,21,0
WinterTerm2024-1647,,6,
WinterTerm2024-1640,20,19,0
WinterTerm2024-1641,20,19,0
WinterTerm2024-1642,20,9,0
WinterTerm2024-1643,20,8,0
WinterTerm2024-1746,,28,
WinterTerm2024-1644,20,21,0
WinterTerm2024-2036,16,15,0
WinterTerm2024-1648,,8,
WinterTerm2024-1646,,8,
WinterTerm2024-2071,,18,
WinterTerm2024-2072,,4,
WinterTerm2025-1924,20,17,0
WinterTerm2025-2071,20,5,0
WinterTerm2025-2072,20,11,0
WinterTerm2025-1925,20,3,0
WinterTerm2025-1926,,28,
WinterTerm2025-1927,20,12,0
WinterTerm2025-2052,16,6,0
WinterTerm2025-2073,,,
WinterTerm2025-1649,,7,
WinterTerm2025-1960,,2,
SpringTerm2024-3653,20,20,0
SpringTerm2024-3654,20,20,0
SpringTerm2024-3655,20,20,0
SpringTerm2024-3766,,40,
SpringTerm2024-3657,25,24,0
SpringTerm2024-3658,20,16,0
SpringTerm2024-3661,,10,
SpringTerm2024-3659,,8,
SpringTerm2024-3660,20,6,0
SpringTerm2024-3652,,16,
SpringTerm2024-4085,,4,
SpringTerm2024-4086,,,
SpringTerm2025-4055,20,7,0
SpringTerm2025-4056,20,3,0
SpringTerm2025-3923,25,25,0
SpringTerm2025-3926,20,20,4
SpringTerm2025-3924,20,6,0
SpringTerm2025-4058,,,
SpringTerm2025-3949,20,2,0
SpringTerm2025-3650,,6,
SpringTerm2025-3946,,,
SpringTerm2025-4057,12,4,0
